"expense_id";"user_id";"expense_amount";"discount_percentage";"frequency";"expense_type";"rating"
"4978";"11396";"76.79";"28.091";"13";"A";"7"
"4979";"26751";"40.28";"10.900";"7";"E";"3"
"4980";"20398";"57.64";"30.360";"17";"F";"7"
"4981";"9782";"29.81";"12.658";"3";"E";"8"
"4982";"17133";"53.31";"24.350";"7";" ";"10"
"4983";"13506";"95.31";"30.852";"17";"C";"7"
"4984";"10827";"24.94";"27.662";"2";" ";"2"
"4985";"2997";"87.74";"51.937";"7";"B";"8"
"4986";"27220";"71.05";"20.355";"17";"E";"1"
"4987";"25041";"87.60";"19.966";"15";"C";"5"
"4988";"18283";"33.42";"10.630";"9";"E";"1"
"4989";"2249";"28.59";"28.553";"2";"B";"10"
"4990";"12153";"84.33";"35.939";"9";"D";"3"
"4991";"28642";"27.70";"24.885";"3";"A";"1"
"4992";"11110";"7.41";"15.698";"6";"A";"10"
"4993";"27274";"70.83";"24.720";"3";"D";"9"
"4994";"15562";"95.59";"25.465";"5";" ";"6"
"4995";"4586";"41.55";"12.793";"16";"A";"2"
"4996";"5920";"92.72";"46.281";"6";"F";"3"
"4997";"4417";"43.75";"41.599";"11";"E";"9"
"4998";"20502";"88.73";"15.799";"7";"F";"5"
"4999";"21248";"74.44";"45.958";"11";"C";"2"
"5000";"3830";"25.16";"44.598";"19";"D";"1"
"5001";"27650";"47.11";"36.115";"19";"F";"4"
"5002";"6308";"8.90";"6.142";"1";"C";"9"
"5003";"15606";"35.23";"42.703";"10";"A";"10"
"5004";"28663";"8.46";"3.735";"10";"A";"1"
"5005";"6334";"61.95";"12.384";"14";"B";"4"
"5006";"6926";"32.62";"4.243";"5";"B";"9"
"5007";"10432";"99.43";"10.751";"11";"A";"9"
"5008";"3832";"39.97";"30.999";"15";"E";"1"
"5009";"13888";"8.98";"23.027";"12";" ";"3"
"5010";"6691";"54.89";"53.176";"16";"C";"2"
"5011";"21971";"55.03";"26.468";"14";"D";"3"
"5012";"21037";"67.73";"38.550";"11";"A";"8"
"5013";"23731";"91.01";"4.285";"11";"D";"2"
"5014";"6152";"60.66";"36.609";"18";"C";"9"
"5015";"28828";"85.41";"50.770";"19";" ";"10"
"5016";"1904";"6.94";"40.406";"5";"A";"10"
"5017";"7448";"75.48";"6.416";"10";"B";"5"
"5018";"29444";"90.58";"37.689";"4";"B";"10"
"5019";"15546";"19.01";"46.077";"18";"C";"6"
"5020";"26018";"57.74";"22.556";"6";" ";"9"
"5021";"3482";"20.30";"47.401";"9";" ";"4"
"5022";"15632";"25.41";"46.329";"11";"D";"6"
"5023";"15548";"43.48";"24.922";"17";"E";"1"
"5024";"13011";"17.94";"24.636";"17";"C";"5"
"5025";"5185";"41.09";"46.958";"1";"A";"1"
"5026";"9241";"17.84";"48.583";"8";"C";"4"
"5027";"12057";"46.67";"26.585";"1";"E";"3"
"5028";"11483";"51.96";"46.789";"10";"E";"6"
"5029";"21867";"83.99";"35.937";"2";"A";"8"
"5030";"22002";"25.82";"18.506";"5";"C";"3"
"5031";"18119";"19.70";"42.412";"1";" ";"2"
"5032";"13554";"76.73";"34.882";"11";"C";"8"
"5033";"15781";"57.56";"31.682";"15";"B";"8"
"5034";"15246";"27.79";"35.841";"18";"A";"9"
"5035";"28008";"58.20";"8.346";"17";" ";"10"
"5036";"1374";"44.87";"3.422";"15";"F";"6"
"5037";"14835";"42.35";"2.673";"7";"E";"8"
"5038";"12597";"15.15";"54.811";"5";"A";"1"
"5039";"25098";"14.96";"13.140";"12";"C";"10"
"5040";"24826";"37.66";"24.346";"1";"E";"6"
"5041";"14064";"14.46";"38.839";"2";"A";"5"
"5042";"16055";"23.05";"50.156";"15";"A";"5"
"5043";"21236";"61.98";"11.900";"3";"D";"3"
"5044";"7677";"71.49";"23.252";"18";"D";"6"
"5045";"7185";"29.95";"47.631";"6";"E";"9"
"5046";"22704";"27.76";"49.525";"2";"F";"10"
"5047";"1358";"59.98";"49.286";"18";"A";"10"
"5048";"15342";"54.49";"39.591";"19";"F";"4"
"5049";"26623";"68.32";"49.623";"19";"F";"1"
"5050";"27003";"32.61";"17.703";"2";" ";"4"
"5051";"17971";"21.43";"41.390";"17";"E";"9"
"5052";"21845";"83.31";"26.509";"4";"A";"7"
"5053";"22577";"81.27";"19.848";"9";" ";"10"
"5054";"10745";"78.06";"25.840";"9";"C";"8"
"5055";"10157";"19.04";"40.322";"4";"D";"7"
"5056";"28100";"63.11";"44.600";"19";" ";"2"
"5057";"14538";"82.63";"10.955";"11";"C";"6"
"5058";"4097";"92.05";"42.263";"4";"C";"5"
"5059";"20712";"18.33";"31.096";"10";"E";"6"
"5060";"8272";"26.09";"6.689";"13";"B";"10"
"5061";"11059";"64.70";"47.640";"6";"E";"4"
"5062";"16371";"34.30";"22.251";"4";"D";"3"
"5063";"11322";"15.70";"18.902";"19";"B";"3"
"5064";"25529";"25.14";"44.036";"16";"E";"10"
"5065";"26113";"85.98";"32.022";"10";"F";"3"
"5066";"22520";"91.85";"2.355";"15";"B";"1"
"5067";"9450";"64.60";"32.571";"12";"A";"7"
"5068";"21474";"42.84";"42.219";"11";" ";"1"
"5069";"28473";"50.37";"6.410";"18";"E";"3"
"5070";"23349";"72.65";"38.498";"9";"D";"5"
"5071";"1388";"53.81";"16.763";"2";"E";"8"
"5072";"13552";"29.19";"45.913";"16";" ";"5"
"5073";"7575";"5.74";"52.803";"6";"E";"7"
"5074";"9884";"28.76";"49.635";"6";"F";"5"
"5075";"26382";"48.71";"31.679";"19";"C";"1"
"5076";"25531";"48.21";"26.411";"12";"F";"8"
"5077";"7704";"22.21";"18.992";"3";"F";"7"
"5078";"24421";"14.68";"16.042";"3";"A";"8"
"5079";"8333";"68.42";"38.453";"2";" ";"9"
"5080";"22008";"63.41";"10.492";"17";"E";"4"
"5081";"21864";"61.99";"39.128";"12";"F";"6"
"5082";"13987";"34.20";"2.327";"13";"D";"5"
"5083";"1106";"20.92";"23.067";"11";"B";"10"
"5084";"2558";"96.22";"38.448";"10";"A";"7"
"5085";"16093";"55.76";"21.764";"7";"C";"1"
"5086";"17963";"7.22";"33.379";"18";"D";"1"
"5087";"7869";"90.79";"10.050";"1";"D";"3"
"5088";"17601";"6.65";"10.787";"1";"E";"2"
"5089";"2118";"87.10";"44.890";"6";"A";"7"
"5090";"1142";"6.85";"45.647";"15";" ";"8"
"5091";"17685";"15.67";"9.414";"3";"E";"4"
"5092";"6455";"36.37";"2.909";"7";"C";"7"
"5093";"12812";"64.26";"22.730";"4";"B";"10"
"5094";"27262";"61.33";"12.589";"18";"F";"4"
"5095";"12119";"29.02";"38.981";"18";"C";"7"
"5096";"12111";"8.66";"28.445";"4";"F";"4"
"5097";"2317";"28.67";"2.106";"14";"C";"4"
"5098";"27503";"6.24";"34.511";"14";"C";"8"
"5099";"13841";"33.85";"12.391";"6";"E";"1"
"5100";"29077";"49.77";"49.049";"4";"C";"1"
"5101";"4808";"24.89";"4.514";"7";"A";"6"
"5102";"10747";"62.54";"28.973";"3";"E";"7"
"5103";"12402";"96.50";"40.879";"1";" ";"6"
"5104";"28552";"43.29";"17.743";"19";"A";"4"
"5105";"26090";"36.26";"23.650";"6";"B";"1"
"5106";"8158";"31.65";"27.647";"14";"E";"9"
"5107";"6354";"5.35";"45.940";"5";"D";"4"
"5108";"10071";"59.50";"38.113";"6";"E";"1"
"5109";"6927";"82.43";"17.537";"17";"C";"3"
"5110";"6715";"42.67";"40.627";"13";"D";"2"
"5111";"26376";"97.54";"51.154";"10";"F";"1"
"5112";"16717";"27.31";"12.661";"15";"B";"7"
"5113";"15163";"93.68";"48.864";"9";"D";"7"
"5114";"13615";"12.95";"45.278";"10";"C";"1"
"5115";"14619";"20.50";"36.951";"12";"D";"6"
"5116";"5671";"46.22";"47.638";"5";"F";"1"
"5117";"7701";"16.35";"36.003";"18";"D";"6"
"5118";"24697";"41.34";"7.436";"11";"F";"3"
"5119";"9810";"21.10";"52.533";"17";"C";"4"
"5120";"11742";"49.63";"4.513";"12";"C";"1"
"5121";"27160";"80.37";"21.965";"13";"D";"4"
"5122";"11589";"8.65";"34.601";"10";"D";"5"
"5123";"11607";"24.74";"27.292";"9";" ";"10"
"5124";"10427";"11.45";"17.389";"5";"B";"7"
"5125";"21233";"45.56";"4.819";"10";"C";"9"
"5126";"23117";"77.21";"33.562";"6";"E";"4"
"5127";"21506";"45.61";"26.690";"2";"E";"2"
"5128";"3982";"58.09";"16.558";"19";" ";"1"
"5129";"22847";"24.83";"44.072";"14";"C";"5"
"5130";"9463";"89.77";"39.452";"18";"D";"2"
"5131";"16678";"50.26";"30.638";"17";"F";"8"
"5132";"11560";"65.94";"22.602";"11";"E";"5"
"5133";"16157";"56.19";"37.397";"17";"A";"8"
"5134";"10334";"73.42";"22.563";"6";"B";"9"
"5135";"28396";"24.48";"37.115";"4";" ";"6"
"5136";"8768";"77.08";"13.322";"6";"F";"7"
"5137";"24478";"18.32";"53.146";"14";"B";"4"
"5138";"25277";"37.66";"21.766";"11";"F";"6"
"5139";"27642";"74.29";"12.359";"7";"D";"7"
"5140";"17413";"30.95";"48.963";"11";"E";"3"
"5141";"8616";"40.98";"28.466";"16";"E";"10"
"5142";"2095";"84.58";"5.491";"11";"E";"4"
"5143";"15494";"54.33";"47.376";"3";"B";"10"
"5144";"4031";"22.17";"10.033";"19";"E";"3"
"5145";"13312";"86.64";"15.326";"6";"A";"2"
"5146";"21685";"94.16";"37.746";"13";"C";"3"
"5147";"29170";"90.77";"18.101";"2";"F";"5"
"5148";"2890";"92.25";"45.912";"3";"C";"1"
"5149";"25541";"86.82";"19.225";"2";" ";"6"
"5150";"3851";"44.18";"27.294";"4";"A";"1"
"5151";"1298";"63.44";"3.092";"1";"A";"4"
"5152";"24403";"88.97";"23.534";"12";"A";"2"
"5153";"24329";"31.86";"49.592";"5";"C";"7"
"5154";"28092";"99.64";"24.300";"5";"C";"10"
"5155";"3073";"91.03";"7.129";"3";"B";"6"
"5156";"28479";"34.73";"44.378";"17";"F";"10"
"5157";"5693";"63.48";"3.857";"17";" ";"9"
"5158";"28205";"55.81";"34.510";"9";"D";"10"
"5159";"26002";"50.69";"48.652";"19";"B";"8"
"5160";"23559";"76.95";"50.795";"2";" ";"8"
"5161";"5292";"41.11";"27.297";"5";"B";"2"
"5162";"17997";"36.86";"24.477";"15";"D";"7"
"5163";"23717";"40.41";"10.844";"8";"E";"7"
"5164";"5925";"8.70";"11.267";"7";"B";"8"
"5165";"17225";"56.36";"9.350";"14";"F";"1"
"5166";"16153";"6.60";"13.270";"16";"B";"2"
"5167";"18393";"29.00";"3.368";"2";"C";"1"
"5168";"28994";"92.23";"13.793";"15";"C";"7"
"5169";"4355";"33.92";"52.036";"1";"A";"7"
"5170";"7435";"65.72";"36.957";"8";"D";"10"
"5171";"18125";"60.89";"22.970";"15";" ";"7"
"5172";"2089";"32.65";"29.873";"17";"B";"2"
"5173";"6358";"63.02";"37.793";"11";"F";"8"
"5174";"4947";"32.95";"12.946";"17";"E";"5"
"5175";"25737";"53.29";"27.399";"9";"E";"4"
"5176";"23346";"53.58";"24.830";"7";"D";"3"
"5177";"6524";"88.81";"36.276";"6";"B";"2"
"5178";"17444";"23.49";"54.057";"14";"A";"4"
"5179";"16729";"41.74";"54.721";"19";"F";"8"
"5180";"24124";"40.18";"24.111";"2";"E";"3"
"5181";"4059";"63.64";"33.229";"13";"A";"4"
"5182";"19859";"64.65";"32.104";"9";"F";"6"
"5183";"27506";"54.61";"9.199";"14";"F";"4"
"5184";"24715";"40.14";"5.940";"6";" ";"9"
"5185";"22120";"66.07";"48.432";"11";"A";"6"
"5186";"12847";"28.47";"23.546";"5";"B";"2"
"5187";"29003";"89.19";"6.524";"13";"A";"9"
"5188";"910";"50.35";"27.391";"11";"A";"7"
"5189";"25400";"96.01";"3.942";"10";"A";"9"
"5190";"5445";"91.45";"17.602";"15";"B";"4"
"5191";"20301";"8.69";"51.202";"11";" ";"4"
"5192";"15499";"67.07";"11.888";"9";"B";"10"
"5193";"26872";"49.13";"20.498";"7";"B";"1"
"5194";"10133";"90.74";"34.933";"9";"F";"3"
"5195";"9291";"19.40";"48.277";"16";"A";"5"
"5196";"18976";"19.94";"29.008";"16";"A";"8"
"5197";"28453";"85.12";"16.891";"1";"A";"7"
"5198";"8829";"56.93";"48.355";"7";"E";"8"
"5199";"20647";"26.82";"26.433";"15";"A";"7"
"5200";"18335";"88.45";"52.831";"3";"C";"2"
"5201";"27904";"26.46";"6.232";"2";"E";"8"
"5202";"18621";"64.65";"12.544";"8";"B";"6"
"5203";"7373";"82.40";"34.756";"6";"F";"7"
"5204";"10356";"45.52";"51.443";"10";"C";"4"
"5205";"17941";"50.13";"14.084";"11";"E";"5"
"5206";"7385";"94.64";"20.651";"18";"A";"9"
"5207";"14069";"7.01";"37.457";"19";"E";"4"
"5208";"3256";"73.28";"16.910";"5";"E";"5"
"5209";"25580";"33.46";"53.986";"1";"B";"8"
"5210";"29060";"94.67";"48.574";"5";"C";"1"
"5211";"19024";"57.19";"8.315";"19";"A";"2"
"5212";"12004";"11.87";"2.690";"3";"D";"6"
"5213";"25385";"81.15";"14.041";"8";"B";"9"
"5214";"2784";"43.08";"35.402";"10";"F";"7"
"5215";"15300";"96.87";"32.555";"3";"F";"9"
"5216";"13064";"66.18";"2.977";"8";"D";"8"
"5217";"13323";"96.98";"23.834";"9";" ";"10"
"5218";"23128";"97.36";"25.974";"17";" ";"8"
"5219";"26851";"75.35";"13.481";"7";"F";"6"
"5220";"1916";"88.06";"30.805";"11";"D";"3"
"5221";"3275";"48.52";"26.137";"2";"E";"9"
"5222";"16958";"79.26";"5.355";"3";"B";"2"
"5223";"29041";"98.98";"15.239";"7";"E";"5"
"5224";"4573";"29.29";"18.605";"1";"D";"10"
"5225";"26527";"61.91";"46.502";"16";" ";"4"
"5226";"10328";"81.34";"2.534";"15";"C";"7"
"5227";"26848";"46.97";"2.110";"16";"C";"4"
"5228";"22619";"57.73";"36.755";"13";"D";"5"
"5229";"28204";"42.61";"50.445";"1";"C";"7"
"5230";"4829";"32.96";"21.614";"13";"F";"4"
"5231";"19077";"56.44";"23.207";"12";"C";"8"
"5232";"7326";"47.90";"39.265";"13";"D";"1"
"5233";"22282";"34.68";"8.584";"13";"D";"9"
"5234";"20139";"37.78";"37.150";"14";" ";"10"
"5235";"5024";"31.69";"10.466";"8";"B";"1"
"5236";"10886";"31.96";"33.273";"16";"B";"5"
"5237";"18938";"61.59";"16.668";"10";"A";"8"
"5238";"29320";"23.08";"35.949";"10";"D";"9"
"5239";"1848";"50.39";"33.835";"16";"E";"7"
"5240";"8261";"5.22";"24.551";"9";"E";"10"
"5241";"17190";"73.72";"7.437";"7";"F";"7"
"5242";"16225";"62.02";"44.162";"13";"A";"9"
"5243";"27660";"16.91";"52.213";"19";"F";"10"
"5244";"4662";"45.66";"52.222";"14";"A";"8"
"5245";"8152";"30.34";"30.276";"9";"A";"9"
"5246";"14518";"49.50";"14.918";"13";" ";"10"
"5247";"21665";"94.77";"10.799";"18";"E";"9"
"5248";"9425";"99.90";"24.605";"7";"D";"3"
"5249";"24649";"68.59";"2.795";"15";"A";"2"
"5250";"21281";"22.25";"21.554";"3";"D";"5"
"5251";"5180";"54.28";"46.583";"9";"F";"6"
"5252";"26654";"72.23";"48.999";"2";"B";"2"
"5253";"26852";"49.62";"26.917";"10";"D";"7"
"5254";"24736";"83.63";"18.054";"12";"D";"1"
"5255";"28039";"98.76";"14.835";"10";"D";"4"
"5256";"11426";"75.11";"47.345";"7";"E";"1"
"5257";"8217";"50.68";"34.125";"3";"B";"5"
"5258";"13963";"52.50";"29.799";"12";"D";"8"
"5259";"9643";"45.63";"42.425";"9";" ";"5"
"5260";"23574";"47.61";"28.894";"19";"E";"8"
"5261";"28878";"31.70";"53.421";"1";" ";"6"
"5262";"9793";"27.69";"26.897";"7";"F";"10"
"5263";"10002";"22.86";"41.431";"7";"F";"2"
"5264";"1672";"43.65";"8.047";"4";"C";"1"
"5265";"2382";"92.97";"26.110";"17";"F";"6"
"5266";"7858";"68.63";"49.858";"10";"D";"9"
"5267";"29038";"31.00";"3.038";"17";" ";"10"
"5268";"24953";"49.13";"47.658";"12";"A";"1"
"5269";"16546";"84.15";"28.025";"10";"D";"6"
"5270";"7608";"78.11";"45.860";"9";" ";"2"
"5271";"21827";"13.79";"27.881";"13";"E";"1"
"5272";"28678";"29.31";"39.362";"11";"C";"1"
"5273";"1742";"11.61";"10.670";"14";"E";"3"
"5274";"1228";"75.01";"39.673";"12";"E";"5"
"5275";"2569";"43.38";"20.257";"12";" ";"2"
"5276";"25977";"99.25";"6.357";"6";"A";"10"
"5277";"27974";"79.83";"12.037";"12";"B";"1"
"5278";"26673";"84.98";"23.239";"7";"F";"9"
"5279";"6388";"10.94";"43.660";"2";"D";"9"
"5280";"29453";"49.04";"11.212";"9";"F";"6"
"5281";"3953";"42.64";"30.312";"1";"F";"2"
"5282";"21526";"19.96";"23.960";"7";"B";"6"
"5283";"25639";"75.09";"16.404";"1";"E";"8"
"5284";"11362";"69.52";"28.121";"14";"C";"9"
"5285";"4321";"29.79";"19.810";"12";"A";"8"
"5286";"5569";"85.46";"6.201";"3";"A";"7"
"5287";"3247";"57.10";"53.388";"12";"C";"10"
"5288";"29177";"79.74";"27.809";"9";"A";"6"
"5289";"22026";"22.59";"48.552";"3";"B";"10"
"5290";"7466";"83.84";"20.522";"19";"C";"9"
"5291";"28176";"40.96";"28.584";"8";"B";"8"
"5292";"17500";"91.10";"3.321";"15";"C";"8"
"5293";"11993";"95.59";"16.509";"1";"E";"7"
"5294";"18720";"82.19";"5.369";"9";"E";"1"
"5295";"10236";"57.43";"47.140";"18";"C";"4"
"5296";"7195";"74.55";"19.776";"5";"B";"5"
"5297";"7293";"65.54";"29.798";"7";"D";"9"
"5298";"21677";"20.16";"11.488";"1";"C";"2"
"5299";"25610";"34.07";"9.313";"14";"F";"8"
"5300";"20962";"30.93";"9.755";"8";" ";"5"
"5301";"8517";"16.66";"2.511";"9";"B";"2"
"5302";"25753";"12.20";"5.762";"12";" ";"9"
"5303";"8020";"98.31";"38.261";"2";" ";"3"
"5304";"2940";"91.03";"27.377";"1";" ";"10"
"5305";"745";"86.01";"45.364";"15";"A";"4"
"5306";"12777";"59.58";"41.985";"11";"D";"9"
"5307";"5636";"62.42";"17.312";"4";"B";"8"
"5308";"20019";"6.62";"15.496";"8";"F";"4"
"5309";"14626";"79.66";"7.711";"15";"F";"10"
"5310";"9104";"36.07";"4.489";"10";"D";"4"
"5311";"14809";"48.47";"25.829";"7";"D";"1"
"5312";"26280";"33.05";"37.191";"11";"A";"9"
"5313";"21078";"8.97";"15.265";"7";"C";"7"
"5314";"4479";"65.61";"44.699";"14";"C";"5"
"5315";"25962";"87.03";"49.044";"18";"E";"5"
"5316";"8624";"62.15";"50.097";"2";"B";"7"
"5317";"26449";"34.80";"2.855";"15";" ";"10"
"5318";"23629";"17.04";"47.706";"9";"E";"8"
"5319";"4172";"61.11";"36.643";"8";"E";"8"
"5320";"3390";"41.27";"3.660";"9";"B";"3"
"5321";"2462";"11.80";"4.119";"18";"F";"7"
"5322";"23754";"40.32";"5.078";"10";"F";"4"
"5323";"21280";"98.11";"41.846";"13";"E";"8"
"5324";"3994";"84.26";"48.115";"2";"D";"1"
"5325";"26050";"24.14";"13.324";"12";"F";"6"
"5326";"12537";"27.29";"24.027";"5";"C";"8"
"5327";"1725";"87.12";"44.757";"7";"A";"4"
"5328";"24953";"47.62";"54.738";"4";"F";"6"
"5329";"607";"96.23";"18.552";"18";"E";"6"
"5330";"6825";"41.12";"40.847";"6";"E";"9"
"5331";"14329";"54.83";"32.368";"11";"A";"4"
"5332";"28391";"8.49";"39.275";"18";"C";"4"
"5333";"22155";"59.34";"43.283";"14";"F";"10"
"5334";"25320";"50.42";"32.375";"3";" ";"3"
"5335";"19503";"80.65";"49.774";"6";"D";"8"
"5336";"13490";"8.51";"24.118";"16";"D";"7"
"5337";"4361";"49.93";"50.036";"18";"A";"3"
"5338";"21464";"21.93";"24.689";"5";"F";"6"
"5339";"24306";"58.44";"25.500";"2";"B";"6"
"5340";"13557";"91.44";"52.214";"15";"E";"6"
"5341";"2083";"30.69";"7.134";"11";" ";"5"
"5342";"27428";"15.61";"3.435";"15";"C";"6"
"5343";"7093";"50.16";"40.896";"19";"B";"10"
"5344";"13760";"23.79";"31.916";"2";" ";"2"
"5345";"16250";"5.76";"34.067";"3";" ";"6"
"5346";"19847";"45.59";"2.106";"16";"C";"7"
"5347";"19371";"40.97";"6.459";"19";"D";"6"
"5348";"29367";"32.74";"50.188";"2";" ";"1"
"5349";"17371";"32.02";"47.245";"19";" ";"8"
"5350";"12720";"53.82";"5.922";"19";"E";"2"
"5351";"21004";"22.71";"26.344";"14";"B";"6"
"5352";"18127";"38.04";"49.537";"15";"E";"6"
"5353";"8274";"27.95";"51.145";"14";"C";"5"
"5354";"5478";"66.72";"48.862";"10";"E";"6"
"5355";"2417";"25.80";"41.924";"4";"D";"3"
"5356";"1803";"33.74";"53.844";"9";"B";"7"
"5357";"9206";"66.68";"22.201";"13";"D";"10"
"5358";"12136";"44.89";"26.105";"10";" ";"4"
"5359";"19824";"41.57";"4.160";"3";" ";"5"
"5360";"22513";"13.20";"43.796";"6";"D";"9"
"5361";"8119";"80.99";"24.869";"15";" ";"5"
"5362";"14514";"25.35";"27.591";"18";"B";"10"
"5363";"2254";"32.97";"38.366";"13";"C";"8"
"5364";"21566";"23.79";"14.878";"9";"B";"7"
"5365";"3676";"99.42";"33.905";"3";"F";"7"
"5366";"19500";"94.45";"20.586";"12";"C";"10"
"5367";"25016";"48.00";"47.967";"18";"A";"7"
"5368";"21256";"31.23";"39.407";"11";"D";"3"
"5369";"746";"93.42";"22.672";"15";"B";"7"
"5370";"18607";"69.21";"25.380";"2";" ";"7"
"5371";"25218";"87.25";"31.752";"17";"B";"7"
"5372";"6574";"56.06";"24.503";"14";"F";"10"
"5373";"16744";"96.29";"51.394";"12";"E";"3"
"5374";"12062";"89.92";"14.476";"12";" ";"9"
"5375";"8586";"8.54";"34.891";"1";"E";"1"
"5376";"3547";"5.17";"18.271";"16";"F";"3"
"5377";"18796";"98.77";"51.390";"18";"A";"8"
"5378";"746";"38.18";"51.080";"8";"F";"7"
"5379";"12525";"37.65";"27.386";"12";"F";"1"
"5380";"10836";"26.79";"52.196";"7";"C";"10"
"5381";"26168";"41.74";"27.267";"5";"E";"1"
"5382";"3096";"47.27";"22.071";"4";"D";"3"
"5383";"1288";"74.54";"3.008";"3";"F";"2"
"5384";"3777";"63.00";"37.014";"3";"D";"8"
"5385";"6456";"16.56";"39.883";"8";"D";"4"
"5386";"25256";"47.36";"18.588";"5";"B";"4"
"5387";"4649";"9.94";"12.665";"18";"D";"5"
"5388";"6222";"21.53";"20.438";"6";"B";"6"
"5389";"4956";"6.45";"9.490";"4";"C";"2"
"5390";"5805";"36.17";"53.389";"8";"A";"10"
"5391";"25369";"6.70";"40.834";"14";"B";"8"
"5392";"13621";"34.74";"8.093";"19";"D";"10"
"5393";"25615";"86.04";"35.240";"10";"B";"5"
"5394";"2934";"32.48";"3.947";"15";"F";"7"
"5395";"24744";"73.36";"47.171";"11";" ";"3"
"5396";"9575";"73.54";"21.950";"17";"D";"1"
"5397";"24811";"69.95";"22.925";"8";"A";"3"
"5398";"17494";"34.99";"8.306";"16";"D";"2"
"5399";"2296";"29.56";"10.934";"3";"F";"9"
"5400";"6724";"30.63";"44.825";"10";"D";"10"
"5401";"14830";"30.76";"15.476";"17";"A";"5"
"5402";"27609";"60.29";"10.250";"12";"D";"10"
"5403";"18958";"77.93";"46.923";"9";"E";"9"
"5404";"1423";"16.95";"4.400";"14";" ";"10"
"5405";"18205";"14.30";"37.802";"8";"B";"2"
"5406";"28621";"52.70";"44.875";"19";"A";"8"
"5407";"28685";"30.79";"16.159";"19";"F";"1"
"5408";"22320";"27.14";"7.379";"3";"D";"6"
"5409";"28546";"31.51";"40.503";"11";"E";"2"
"5410";"20502";"75.44";"33.392";"16";"B";"9"
"5411";"17115";"73.71";"37.894";"18";"F";"8"
"5412";"28037";"76.03";"25.648";"2";"E";"7"
"5413";"20991";"71.54";"49.641";"5";"D";"5"
"5414";"26496";"42.45";"35.804";"18";"D";"9"
"5415";"20296";"14.07";"35.340";"5";"E";"1"
"5416";"23421";"26.87";"31.172";"5";"F";"6"
"5417";"26865";"13.53";"54.386";"3";"D";"1"
"5418";"8656";"34.01";"41.734";"16";"E";"10"
"5419";"12814";"76.21";"38.172";"4";"E";"6"
"5420";"22773";"51.56";"45.511";"14";"E";"2"
"5421";"17605";"18.43";"9.732";"6";"D";"10"
"5422";"8910";"44.40";"21.177";"13";"B";"8"
"5423";"10502";"76.09";"4.248";"9";"C";"7"
"5424";"24074";"98.10";"4.844";"8";"C";"9"
"5425";"19199";"12.56";"13.126";"5";"F";"2"
"5426";"3906";"87.72";"39.368";"16";"A";"7"
"5427";"14934";"29.04";"7.707";"1";"E";"3"
"5428";"19402";"59.52";"5.861";"14";"C";"8"
"5429";"21685";"52.90";"38.192";"14";"A";"3"
"5430";"18635";"42.93";"12.458";"19";"F";"5"
"5431";"11043";"39.23";"28.453";"2";"C";"10"
"5432";"25897";"50.70";"3.550";"16";"A";"1"
"5433";"14675";"52.51";"25.018";"17";"C";"1"
"5434";"8539";"41.46";"51.412";"15";"C";"8"
"5435";"8166";"8.04";"37.514";"9";"B";"3"
"5436";"2739";"49.89";"18.319";"10";"C";"2"
"5437";"5677";"28.20";"37.557";"6";" ";"3"
"5438";"16290";"99.74";"12.554";"9";" ";"5"
"5439";"22341";"84.66";"37.736";"9";" ";"6"
"5440";"7638";"22.46";"13.259";"12";"B";"5"
"5441";"5152";"79.72";"35.811";"18";" ";"8"
"5442";"5120";"16.83";"52.536";"1";"F";"5"
"5443";"10278";"84.86";"13.539";"1";"E";"9"
"5444";"18296";"18.78";"13.864";"14";"C";"2"
"5445";"8559";"79.67";"31.652";"17";"A";"5"
"5446";"26272";"64.69";"54.568";"13";"B";"1"
"5447";"26178";"65.75";"34.053";"19";" ";"5"
"5448";"18430";"10.68";"7.619";"7";"E";"5"
"5449";"921";"73.82";"24.970";"17";"B";"9"
"5450";"5573";"79.69";"8.118";"16";"E";"5"
"5451";"2894";"6.16";"48.539";"8";"D";"3"
"5452";"6539";"47.75";"3.677";"7";"A";"4"
"5453";"9650";"88.83";"15.313";"12";"F";"2"
"5454";"28335";"61.19";"21.271";"8";"A";"9"
"5455";"24901";"27.45";"45.114";"10";"B";"3"
"5456";"14981";"94.27";"28.338";"12";"F";"10"
"5457";"989";"50.33";"8.806";"15";"F";"7"
"5458";"21912";"20.38";"19.270";"14";" ";"7"
"5459";"22986";"27.22";"37.219";"16";"E";"10"
"5460";"19196";"83.59";"26.970";"5";"B";"8"
"5461";"12717";"55.01";"16.374";"6";"A";"1"
"5462";"28760";"82.73";"8.165";"18";"B";"3"
"5463";"23403";"52.57";"42.132";"5";"E";"10"
"5464";"20381";"34.58";"38.945";"18";"B";"3"
"5465";"23760";"93.16";"32.140";"6";"B";"5"
"5466";"13517";"47.82";"7.154";"10";"F";"8"
"5467";"7627";"46.41";"11.416";"12";"A";"6"
"5468";"10989";"7.44";"47.727";"19";"D";"9"
"5469";"17904";"69.55";"10.784";"1";"B";"7"
"5470";"6829";"61.38";"32.695";"18";"D";"10"
"5471";"28332";"45.87";"8.398";"9";"F";"6"
"5472";"3279";"63.73";"35.502";"6";"B";"9"
"5473";"7246";"9.71";"12.131";"9";"C";"9"
"5474";"6727";"88.13";"32.057";"19";"A";"3"
"5475";"27876";"20.69";"24.213";"14";"D";"9"
